"","IncidentMonth","IncidentWeekOfMonth","IncidentDayOfWeek","Make","IncidentAddressType","DeclarationDayOfWeek","DeclarationMonth","DeclarationWeekOfMonth","DriverGender","DriverMaritalStatus","DriverAge","Fault","PolicyType","VehicleCategory","VehiclePrice","FraudFound","PolicyNumber","RepairerDetailID","Deductible","DriverRating","DaysPolicyAccident","DaysPolicyClaim","PastNumberOfClaims","AgeOfVehicle","AgeOfPolicyHolder","PoliceReportFiled","WitnessPresent","AgentType","NumberOfSuppliments","AddressChangeClaim","NumberOfCars","IncidentYear","BasePolicy"
"9885","Apr",1,"Saturday","Honda","Urban","Wednesday","Apr",1,"Female","Single",26,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,6347,6,400,4,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","Internal","more than 5","no change","1 vehicle",1995,"Collision"
"9886","Mar",4,"Sunday","Accura","Urban","Wednesday","Mar",5,"Male","Married",49,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",1,11087,9,400,1,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9887","Oct",4,"Friday","Toyota","Urban","Tuesday","Oct",4,"Male","Married",66,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,10737,14,400,2,"more than 30","more than 30","more than 4","more than 7","over 65","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9888","Sep",1,"Monday","Ford","Urban","Sunday","Sep",2,"Female","Single",28,"Third Party","Sedan - All Perils","Sedan","40000 to 59000",0,11493,4,400,1,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9889","Jan",2,"Friday","Honda","Urban","Monday","Mar",2,"Male","Single",33,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,12143,6,400,2,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Liability"
"9890","Jan",1,"Thursday","Honda","Urban","Tuesday","Jan",2,"Male","Single",0,"Third Party","Sedan - Collision","Sedan","more than 69000",0,442,10,400,4,"more than 30","more than 30","none","new","16 to 17","No","No","External","none","4 to 8 years","2 vehicles",1994,"Collision"
"9891","Jan",2,"Thursday","Chevrolet","Urban","Monday","Jan",3,"Male","Married",30,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,5253,16,400,3,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1994,"All Perils"
"9892","Sep",4,"Friday","Chevrolet","Urban","Monday","Jan",3,"Male","Married",32,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,3484,15,400,3,"more than 30","more than 30","more than 4","7 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"Collision"
"9893","Jan",5,"Monday","Pontiac","Urban","Tuesday","Apr",4,"Male","Married",48,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,13186,15,400,1,"more than 30","more than 30","2 to 4","7 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1996,"Liability"
"9894","Jul",1,"Saturday","Pontiac","Urban","Thursday","Jul",2,"Male","Married",41,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,6138,12,400,3,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Liability"
"9895","Aug",5,"Monday","Mercury","Urban","Monday","Aug",5,"Male","Married",46,"Policy Holder","Utility - All Perils","Utility","30000 to 39000",1,5988,14,400,3,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9896","May",3,"Tuesday","Accura","Urban","Friday","Jun",3,"Male","Married",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,5452,5,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"9897","Dec",2,"Tuesday","Pontiac","Urban","Saturday","Dec",3,"Female","Single",35,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,2656,14,400,3,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9898","Jul",2,"Tuesday","Pontiac","Urban","Friday","Jul",3,"Female","Single",34,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,10484,6,400,1,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"All Perils"
"9899","Jul",3,"Wednesday","Accura","Urban","Monday","Jul",4,"Male","Married",51,"Policy Holder","Utility - All Perils","Utility","30000 to 39000",0,14270,1,400,4,"more than 30","more than 30","more than 4","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9900","Dec",2,"Saturday","Honda","Urban","Tuesday","Dec",3,"Male","Married",51,"Policy Holder","Sport - Collision","Sport","more than 69000",1,8512,13,400,3,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9901","Jan",4,"Monday","Mazda","Urban","Friday","Feb",2,"Male","Married",41,"Policy Holder","Utility - All Perils","Utility","more than 69000",0,9457,11,400,1,"none","more than 30","none","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"9902","Nov",4,"Saturday","Mazda","Urban","Monday","Nov",5,"Male","Married",43,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,4600,15,400,3,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","1 to 2","4 to 8 years","2 vehicles",1994,"Liability"
"9903","Jan",4,"Saturday","Pontiac","Urban","Tuesday","Jan",4,"Male","Married",28,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,10404,11,400,3,"more than 30","more than 30","more than 4","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Liability"
"9904","Oct",3,"Friday","Pontiac","Urban","Monday","Oct",4,"Male","Married",43,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,10169,15,400,4,"more than 30","more than 30","2 to 4","5 years","36 to 40","No","No","External","more than 5","no change","3 to 4",1995,"All Perils"
"9905","Mar",2,"Sunday","Pontiac","Urban","Tuesday","Mar",3,"Male","Single",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,5785,2,400,4,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9906","Jan",2,"Monday","Pontiac","Urban","Wednesday","Mar",1,"Male","Married",72,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,8783,6,400,3,"more than 30","more than 30","none","7 years","over 65","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"9907","Mar",3,"Wednesday","Pontiac","Urban","Thursday","Mar",3,"Female","Single",33,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,9356,10,400,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1995,"Liability"
"9908","May",1,"Tuesday","Pontiac","Urban","Thursday","May",1,"Female","Married",36,"Third Party","Sedan - Liability","Sport","20000 to 29000",0,15050,9,400,4,"more than 30","more than 30","more than 4","7 years","36 to 40","No","No","External","none","no change","1 vehicle",1996,"Liability"
"9909","Aug",5,"Tuesday","Honda","Urban","Tuesday","Aug",5,"Male","Married",59,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,9851,7,400,2,"more than 30","more than 30","2 to 4","7 years","51 to 65","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9910","Dec",1,"Friday","Honda","Urban","Friday","Dec",4,"Male","Married",52,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,3592,7,400,4,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","3 to 5","4 to 8 years","2 vehicles",1994,"Collision"
"9911","Mar",3,"Sunday","Chevrolet","Urban","Monday","Mar",4,"Male","Married",48,"Policy Holder","Sedan - All Perils","Sedan","more than 69000",0,14718,5,400,4,"more than 30","more than 30","none","more than 7","41 to 50","No","No","External","more than 5","no change","1 vehicle",1996,"All Perils"
"9912","Feb",1,"Friday","Mazda","Urban","Wednesday","Feb",2,"Male","Single",35,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,13964,5,400,2,"more than 30","more than 30","none","5 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Collision"
"9913","Feb",3,"Tuesday","Mazda","Urban","Thursday","Feb",3,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,6231,1,400,3,"more than 30","more than 30","1","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9914","Apr",4,"Sunday","Toyota","Rural","Monday","Apr",4,"Male","Single",19,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,14345,4,400,1,"more than 30","more than 30","1","3 years","21 to 25","No","No","External","1 to 2","no change","1 vehicle",1996,"All Perils"
"9915","Mar",3,"Friday","Pontiac","Urban","Wednesday","Mar",4,"Male","Married",39,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,14010,3,400,1,"more than 30","more than 30","2 to 4","more than 7","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1996,"Collision"
"9916","Feb",2,"Tuesday","Pontiac","Rural","Wednesday","Feb",2,"Male","Single",29,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1796,3,400,2,"more than 30","more than 30","2 to 4","7 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"9917","Oct",2,"Friday","Ford","Urban","Friday","Oct",3,"Male","Married",53,"Third Party","Sedan - All Perils","Sedan","40000 to 59000",0,10573,3,400,2,"more than 30","more than 30","1","more than 7","41 to 50","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"9918","Dec",5,"Wednesday","Mazda","Urban","Monday","Jan",1,"Female","Married",27,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,12024,8,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1996,"Liability"
"9919","Jun",4,"Monday","Pontiac","Urban","Tuesday","Jul",1,"Male","Married",32,"Policy Holder","Sedan - All Perils","Sedan","20000 to 29000",0,142,3,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","3 to 5","no change","1 vehicle",1994,"All Perils"
"9920","Dec",3,"Saturday","Ford","Urban","Thursday","Dec",4,"Female","Single",32,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,3107,15,400,2,"more than 30","more than 30","none","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1994,"All Perils"
"9921","Dec",2,"Saturday","Ford","Urban","Monday","Dec",2,"Male","Married",59,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,4705,1,400,2,"more than 30","more than 30","none","7 years","51 to 65","No","No","External","none","4 to 8 years","2 vehicles",1994,"All Perils"
"9922","Oct",3,"Friday","Toyota","Urban","Monday","Oct",4,"Female","Single",31,"Third Party","Sedan - Liability","Sport","30000 to 39000",0,13170,5,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"Liability"
"9923","Feb",1,"Thursday","Pontiac","Rural","Monday","Feb",2,"Male","Married",31,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,12902,10,400,2,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"9924","Oct",2,"Thursday","Pontiac","Urban","Monday","Oct",3,"Female","Married",45,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,5444,14,400,1,"more than 30","more than 30","1","6 years","36 to 40","No","No","External","none","no change","1 vehicle",1994,"All Perils"
"9925","Apr",4,"Saturday","Honda","Urban","Monday","Apr",4,"Male","Married",30,"Policy Holder","Sedan - All Perils","Sedan","less than 20000",0,13165,14,400,3,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9926","Dec",2,"Monday","Toyota","Urban","Monday","Dec",2,"Male","Single",31,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,6049,10,400,3,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","4 to 8 years","2 vehicles",1994,"Liability"
"9927","Jun",1,"Monday","Pontiac","Urban","Thursday","Jun",2,"Male","Married",26,"Policy Holder","Sedan - Collision","Sedan","30000 to 39000",0,6718,12,400,1,"more than 30","more than 30","1","7 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1995,"Collision"
"9928","Oct",1,"Tuesday","Honda","Urban","Tuesday","Oct",1,"Male","Single",27,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,9466,16,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","1 to 2","no change","1 vehicle",1995,"All Perils"
"9929","Mar",1,"Friday","Mazda","Urban","Friday","Mar",1,"Male","Married",29,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,9033,16,400,4,"more than 30","more than 30","1","6 years","31 to 35","No","No","External","none","no change","1 vehicle",1995,"Collision"
"9930","May",3,"Thursday","Chevrolet","Urban","Tuesday","May",4,"Male","Single",35,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,11444,10,400,4,"more than 30","more than 30","1","5 years","31 to 35","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"9931","Oct",3,"Friday","Chevrolet","Urban","Monday","Oct",4,"Male","Married",41,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,11762,6,400,2,"more than 30","more than 30","2 to 4","7 years","36 to 40","No","No","External","more than 5","no change","1 vehicle",1996,"Collision"
"9932","Aug",4,"Sunday","Toyota","Rural","Wednesday","Aug",5,"Male","Married",78,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,14333,13,400,3,"more than 30","more than 30","1","more than 7","over 65","No","No","External","none","no change","1 vehicle",1996,"All Perils"
"9933","Oct",2,"Wednesday","Toyota","Urban","Monday","Oct",3,"Male","Single",27,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,8478,14,400,3,"more than 30","more than 30","1","5 years","31 to 35","Yes","No","External","1 to 2","no change","1 vehicle",1995,"All Perils"
"9934","Dec",2,"Friday","Honda","Urban","Thursday","Dec",3,"Male","Single",25,"Policy Holder","Sedan - Liability","Sport","20000 to 29000",0,5912,16,400,3,"more than 30","more than 30","1","5 years","26 to 30","No","No","External","none","no change","1 vehicle",1994,"Liability"
"9935","May",1,"Wednesday","Toyota","Urban","Thursday","May",1,"Male","Married",59,"Third Party","Sedan - All Perils","Sedan","20000 to 29000",0,8084,5,400,3,"more than 30","more than 30","none","more than 7","51 to 65","No","No","External","none","no change","1 vehicle",1995,"All Perils"
"9936","Sep",4,"Thursday","Honda","Urban","Tuesday","Sep",4,"Male","Married",48,"Policy Holder","Sedan - All Perils","Sedan","30000 to 39000",1,6581,3,400,3,"more than 30","more than 30","2 to 4","more than 7","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1995,"All Perils"
"9937","Nov",2,"Thursday","Mazda","Urban","Friday","Nov",2,"Male","Married",51,"Policy Holder","Sedan - Liability","Sport","30000 to 39000",0,6943,3,400,2,"more than 30","more than 30","1","6 years","41 to 50","No","No","External","1 to 2","no change","1 vehicle",1995,"Liability"
"9938","Sep",2,"Tuesday","Honda","Urban","Monday","Sep",3,"Male","Married",60,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,1102,8,400,3,"more than 30","more than 30","none","6 years","51 to 65","No","No","External","none","no change","1 vehicle",1994,"Collision"
"9939","May",3,"Monday","Mazda","Urban","Tuesday","May",3,"Male","Married",34,"Third Party","Sedan - Collision","Sedan","20000 to 29000",0,13287,6,400,3,"more than 30","more than 30","none","7 years","31 to 35","No","No","External","none","1 year","1 vehicle",1996,"Collision"
"9940","Mar",5,"Tuesday","Mazda","Urban","Tuesday","Mar",5,"Male","Married",44,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,2428,4,400,2,"more than 30","more than 30","none","7 years","36 to 40","No","No","External","1 to 2","no change","1 vehicle",1994,"Collision"
"9941","Jan",3,"Wednesday","Pontiac","Urban","Tuesday","Jan",4,"Male","Married",38,"Policy Holder","Sedan - All Perils","Sedan","40000 to 59000",0,7063,11,400,1,"more than 30","more than 30","none","6 years","36 to 40","No","No","External","3 to 5","no change","1 vehicle",1995,"All Perils"
"9942","Aug",4,"Wednesday","Honda","Urban","Thursday","Aug",4,"Male","Married",34,"Policy Holder","Sedan - Collision","Sedan","20000 to 29000",0,3367,14,500,1,"more than 30","more than 30","2 to 4","6 years","31 to 35","No","No","External","none","2 to 3 years","1 vehicle",1994,"Collision"
